,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
632,Horror Story (film),tt3177332,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Horror-Story-movie-poster-2013.jpg/220px-Horror-Story-movie-poster-2013.jpg,https://en.wikipedia.org/wiki/Horror_Story_(2013_film),Horror Story,Horror Story,0,2013,91,Horror,4.3,1424,Seven friends reunite to bid farewell to one of their friends.They choose a haunted location an hotel which was earlier and Asylum and got destroyed due to fire.The cause of which was never know the owner of the hotel also committed suicide where rumors stated the ghost pushed him to suicide.But the friends still enter the hotel a night which will change their lives forever.,Seven youngsters decide to spend a night in an abandoned haunted hotel. What they mistook as merely rumors  dawns on them to be the truth as they realize they are not alone inside.,,Karan Kundrra|Nishant Malkani|Hassan Zaidi|Ravish Desai|Radhika Menon|Aparna Bajpai|Nandini Vaid|Sheetal Singh|Bikramjeet Singh|Masood Akhtar|Neelima Shetthi|,,2 May 2014 (USA)
643,Sooper Se Ooper,tt3005850,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Sooper_Se_Ooper_Theatrical_Poster_%282013%29.jpg/220px-Sooper_Se_Ooper_Theatrical_Poster_%282013%29.jpg,https://en.wikipedia.org/wiki/Sooper_Se_Ooper,Sooper Se Ooper,Sooper Se Ooper,0,2013,\N,Comedy,4.3,156,A city guy goes to rural Rajasthan to look for his uncle.,A city guy goes to rural Rajasthan to look for his uncle.,,Tinnu Anand|Mahesh Balraj|Mithilesh Chaturvedi|Vir Das|Deepak Dobriyal|Gulshan Grover|Mohan Kapoor|Kirti Kulhari|Yashpal Sharma|,,25 October 2013 (India)
646,Super Model (film),tt2375567,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Super_Model_film_poster.jpg/220px-Super_Model_film_poster.jpg,https://en.wikipedia.org/wiki/Super_Model_(film),Super Model,Super Model,0,2013,83,Drama|Mystery|Romance,1.9,145,A wine baron (Harsh Chhaya) wants to use a supermodel to launch his new liquor label in the market. He recruits a photographer (Ashmit Patel) to organize a talent hunt in Fiji for the same. Amidst this backdrop  an upcoming model (Veena Malik) faces competition from other beauties for the endorsement deal until the contestants mysteriously start getting murdered one by one and the needle of blame seems to point towards her.,A wine baron (Harsh Chhaya) wants to use a supermodel to launch his new liquor label in the market. He recruits a photographer (Ashmit Patel) to organize a talent hunt in Fiji for the same....                    ,,Ashmit Patel|Veena Malik|Sana Oberoi|Gupta Vishakha|Archana Vedhanekar|Jackie Shroff|Harsh Chhaya|Adi Irani|Mushtaq Khan|Rajeev Nigam|Dinesh Hingoo|Bobby Darling|Shiva Rindani|Wahid Ali|,,27 September 2013 (India)
648,What the Fish,tt3357416,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/What_the_Fish.jpg/220px-What_the_Fish.jpg,https://en.wikipedia.org/wiki/What_the_Fish,What the Fish,What the Fish,0,2013,98,Adventure|Comedy|Drama,5.1,151,A woman Sudha  before leaving for a month-long holiday  instructs Sumit to regularly feed her pet fish. But when she returns home  she is shocked to see her house in an utter mess. What could have happened?,A woman Sudha  before leaving for a month-long holiday  instructs Sumit to regularly feed her pet fish. But when she returns home  she is shocked to see her house in an utter mess. What could have happened?,,Manu Rishi Chadha|Naresh Gosain|Dimple Kapadia|Deepti Pujari|Mithun Rodwittiya|Sunil Saraswat|Vishal Sharma|Sabina Sheema|Manjot Singh|Sumit Suri|,,13 December 2013 (India)
652,Dhoom 3,tt1833673,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Dhoom_3_Film_Poster.jpg/220px-Dhoom_3_Film_Poster.jpg,https://en.wikipedia.org/wiki/Dhoom_3,Dhoom 3,Dhoom:3,0,2013,172,Action|Thriller,5.4,41052,The favourite Indian action franchise is back. This time Jai Dixit (Abhishek Bachchan) and Ali (Uday Chopra) return to match their wits with the enigmatic clown thief  Sahir (Aamir Khan)  who has the city of Chicago in his thrall. In this battle of revenge and dignity  the lines blur and the conventional definition of good and bad don't apply. Watch a spectacle that will thrill you and move you.,When Sahir  a circus entertainer trained in magic and acrobatics  turns into a thief to take down a corrupt bank in Chicago that ruined his father  Indian officers Jai and Ali are called to catch him.,This year will end with a Dhoom,Aamir Khan|Abhishek Bachchan|Katrina Kaif|Uday Chopra|Jackie Shroff|Tabrett Bethell|Andrew Bicknell|Siddharth Nigam|Charles Rasmussen|Gavin Marshall|James Lamont|Girisha Nichani|Kapish Chawla|Kanishka Soni|,19 wins & 17 nominations,20 December 2013 (India)
661,Agneepath (2012 film),tt1849718,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Agneepath_poster.jpg/220px-Agneepath_poster.jpg,https://en.wikipedia.org/wiki/Agneepath_(2012_film),Agneepath,Agneepath,0,2012,174,Action|Drama,6.9,20827,Agneepath is a story of revenge of Vijay Chauhan against an evil and sadistic Kaancha  who hangs Vijay's father to death. Vijay grows up with a single aim of avenging his father's death. The story revolves around Vijay Chauhan  his relationships with his family and above all  his Revenge.,A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,,Hrithik Roshan|Priyanka Chopra|Sanjay Dutt|Rishi Kapoor|Madhurjeet Sarghi|Rajesh Tandon|Kanika Tiwari|Om Puri|,19 wins & 30 nominations,26 January 2012 (India)
664,?: A Question Mark,tt2378057,,https://en.wikipedia.org/wiki/%3F:_A_Question_Mark,?: A Question Mark,?: A Question Mark,0,2012,82,Horror|Mystery|Thriller,5.5,285,A group of friends went to shoot their film project  but never returned. A few days later  their camera was found.,A group of friends went to shoot their film project  but never returned. A few days later  their camera was found.,,Kiran Bhatia|Yaman Chatwal|Maanvi Gagroo|Chirag Jain|Akhlaque Khan|Sonam Mukherjee|,1 win,17 February 2012 (India)
667,Staying Alive (2012 film),tt2188893,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Staying_Alive.jpg/220px-Staying_Alive.jpg,https://en.wikipedia.org/wiki/Staying_Alive_(2012_film),Staying Alive,Staying Alive,0,2012,89,Drama,5.7,26,A newspaper sub-editor  Aditya (Ananth Mahadevan) suffers his third heart attack and finds himself in the ICU of a hospital. On the bed next to him is Shaukat Ali (Saurabh Shukla)  a gangster who has suffered his first heart attack. While Aditya scoffs at death  Ali is terrified of dying. The movie is his journey of realising death is inevitable and the greatest feeling is to simply be alive.,A newspaper sub-editor  Aditya (Ananth Mahadevan) suffers his third heart attack and finds himself in the ICU of a hospital. On the bed next to him is Shaukat Ali (Saurabh Shukla)  a ...                    ,,Jahangir Khan|Ananth Narayan Mahadevan|Navni Parihar|Chandan Sanyal|Ranjana Sasan|Saurabh Shukla|,,3 February 2012 (India)
674,Valentine's Night,tt2211133,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Valentine%27s_Night.jpg/220px-Valentine%27s_Night.jpg,https://en.wikipedia.org/wiki/Valentine%27s_Night,Valentine's Night,Valentine's Night,0,2012,\N,Romance|Thriller,2.7,23,,Add a Plot »,,Shikhi Gupta|Sunny Hinduja|Prabhat Kumar|Rahul Madhav|Rahul Minz|Prabhat Raghunandan|Payal Rohatgi|Rakhi Sawant|,,
675,Married 2 America,tt2158633,,https://en.wikipedia.org/wiki/Married_2_America,Married 2 America,Married 2 America,0,2012,\N,Thriller,4.3,14,Ravi Malhotra  an NRI living in the US  works for the mighty Larson & Jason  a US based multinational  which builds huge civil projects throughout the world like dams & bridges. One of its recent contracts was in India  the Dharbhanga Dam project in Bihar at District Saurabhpur... it was planned & executed with a hundred year warranty  by their top architect & engineer Ravi Malhotra. But within a few years three of the dam's gates are burst open  leaving hundreds of people dead  thousands are rendered homeless & public property worth crores washed down in floods. The Indian government is contemplating suing the company for damages worth millions. The company sends Ravi Malhotra to India to probe & investigate what exactly caused the damage. Ravi finds out the shocking truth & hands over the file to the concerned authorities here. Since that night he goes missing. The authorities & the police feel he has escaped to evade arrest as the Indian government & the law holds Ravi & his ...,Anjali Malhotra comes to India in search of her husband. But she has to face corruption everywhere and is left clueless about the mystery of her missing husband.,,Archana Joglekar|Akhilendra Mishra|Chetan Pandit|Ashok Samarth|Jackie Shroff|Shweta Tiwari|Ganesh Yadav|,,
684,Fatso!,tt1286766,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Fatso_2012_poster.jpg/220px-Fatso_2012_poster.jpg,https://en.wikipedia.org/wiki/Fatso!,Fatso!,Fatso!,0,2012,98,Comedy|Fantasy|Romance,5.7,360,They say that matches are made in heaven. This is one of those films where they are undone in heaven! But then again  that's the strange thing about love: just when the worst has happened  the best happens almost like the nightmare never took place  almost like love is undeniable  almost like love and hope are two faces of the same coin. Nandini (Gul Panag) fell in love once and then life happened--shattering every belief that she had about love. And then  just as she was ready to give up on love  she fell in love  all over again! Hysterical  intelligent  honest  Fatso is all about love packaged in with a calorie count!,They say that matches are made in heaven. This is one of those films where they are undone in heaven! But then again  that's the strange thing about love: just when the worst has happened  ...                    ,A high calorie love story.,Gul Panag|Purab Kohli|Ranvir Shorey|,,4 May 2012 (India)
685,Arjun: The Warrior Prince,tt2404027,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Arjun_film_poster.jpg/220px-Arjun_film_poster.jpg,https://en.wikipedia.org/wiki/Arjun:_The_Warrior_Prince,Arjun: The Warrior Prince,Arjun: The Warrior Prince,0,2012,96,Action|Adventure|Animation,6.8,1286,Legend knows him as an archer of unwavering focus  the soldier who fought a battle in his own heart before taking up arms against his enemy. This is the untold story of Arjun  hero of the Mahabharata. A precocious talent plunged from boyhood and innocence into a murky world of deceit and betrayal  coming of age to become the most powerful warrior of his time. From the dusty plains of Hastinapur to the icy peaks of the Himalayas  Arjun: The Warrior Prince is the story of a man discovering what it takes to be a hero.,The tale of how Arjuna fought his inner self and became the legendary archer.,,Yudhveer Bakoliya|Ashok Banthia|Ravi Khanvilkar|Vijay Kashyap|Ila Arun|Sachin Khedekar|Vishnu Sharma|Rajeshwari Sachdev|Anjan Srivastav|Hemanth Mahaur|Brajesh Jha|Niraj Sah|Achyut Potdar|Asmit Kaushik|,1 nomination,25 May 2012 (India)
690,Mr. Bhatti on Chutti,tt1127220,https://upload.wikimedia.org/wikipedia/en/b/b1/Mr._Bhatti_On_Chutti.jpg,https://en.wikipedia.org/wiki/Mr._Bhatti_on_Chutti,Mr Bhatti on Chutti,Mr Bhatti on Chutti,0,2012,\N,Comedy,4.0,80,Mr Bhatti is a delusional character who wins a trip to the Lake District out of the blue  he comes over  with a group of Indian tourists visiting the Lake District. Bhatti is under the impression that he has been called over by George W.Bush  for supposed peace talks being the delusional man he is. But its not just the scenery and the possible meeting with Bush  which attracts Bhattis interest. Alice an English girl also catches his eye.Alice has spent six months in India and is into meditation  bhajans and yoga. Perfect!But although Bhatti is immediately fascinated with Alice  so too is Prem  an eligible bachelor  also travelling with the group.Bhatti knows that Prem isnt a nice guy  so hes determined to protect Alice in every way he can. This leads to a meditative war between Bhatti and Prem. Alice pays more attention to the older man  Bhatti  however Prem is determined to win over Alice with the help of Priya. Priya is the daughter of one of the touring couple the Shahs  and when ...,Mr Bhatti is a delusional character who wins a trip to the Lake District out of the blue  he comes over  with a group of Indian tourists visiting the Lake District. Bhatti is under the ...                    See full synopsis »,,Anupam Kher|Bhairavi Goswami|Amaan Irees|Shakti Kapoor|Pawan Shankar|Abid Ali|,,
691,Yeh Khula Aasmaan,tt2402745,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Yeh_Khula_Aasmaan.jpg/220px-Yeh_Khula_Aasmaan.jpg,https://en.wikipedia.org/wiki/Yeh_Khula_Aasmaan,Yeh Khula Aasmaan,Yeh Khula Aasmaan,0,2012,\N,Family,6.9,24,Yeh Khula Aasmaan revolves around Avinash  an intelligent young boy who is going through a very demanding and challenging phase of his life. He has to cope with the pressures of academic failure  not living up to his parents' expectations and the isolation of his parents living thousands of miles away. He then turns to his grandfather  a star Kite Runner  who helps Avinash learn to cope with this tough time in his life through life lessons during kite flying sessions. Avinash forges new friendships and rediscovers the love of family in this relationship based film.,Traces the journey of a young IIT aspirant as he copes with academic failures and is surprised to discover inspiration in a most unexpected place. Inspired by a true story.,,Anya Anand|Manjusha Godse|Nitin Kerur|Kishor Nadalskar|Gulshan Pandey|Yashpal Sharma|Aditya Siddhu|Raj Tandon|,,
693,Gangs of Wasseypur,tt1954470,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Gangs_of_wasseypur.jpg/220px-Gangs_of_wasseypur.jpg,https://en.wikipedia.org/wiki/Gangs_of_Wasseypur,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,321,Action|Comedy|Crime,8.2,71636,Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast  Shahid becomes a worker at Ramadhir Singh's colliery  only to spur a revenge battle that passes on to generations. At the turn of the decade  Shahid's son  the philandering Sardar Khan vows to get his father's honor back  becoming the most feared man of Wasseypur.,A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur  and ignites a deadly blood feud spanning three generations.,,Manoj Bajpayee|Richa Chadha|Nawazuddin Siddiqui|Tigmanshu Dhulia|Jameel Khan|Piyush Mishra|Jaideep Ahlawat|Huma Qureshi|Zeishan Quadri|Vipin Sharma|Satyakam Anand|Aditya Kumar|Viineet Kumar|Rajkummar Rao|,12 wins & 43 nominations,2 August 2012 (Singapore)
694,Gangs of Wasseypur – Part 2,tt1954470,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Gangs_of_wasseypur_II.jpg/220px-Gangs_of_wasseypur_II.jpg,https://en.wikipedia.org/wiki/Gangs_of_Wasseypur_%E2%80%93_Part_2,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,321,Action|Comedy|Crime,8.2,71636,Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast  Shahid becomes a worker at Ramadhir Singh's colliery  only to spur a revenge battle that passes on to generations. At the turn of the decade  Shahid's son  the philandering Sardar Khan vows to get his father's honor back  becoming the most feared man of Wasseypur.,A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur  and ignites a deadly blood feud spanning three generations.,,Manoj Bajpayee|Richa Chadha|Nawazuddin Siddiqui|Tigmanshu Dhulia|Jameel Khan|Piyush Mishra|Jaideep Ahlawat|Huma Qureshi|Zeishan Quadri|Vipin Sharma|Satyakam Anand|Aditya Kumar|Viineet Kumar|Rajkummar Rao|,12 wins & 43 nominations,2 August 2012 (Singapore)
696,Gattu,tt2156785,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Gattu_-_Poster.jpg/220px-Gattu_-_Poster.jpg,https://en.wikipedia.org/wiki/Gattu,Gattu,Gattu,0,2011,90,Drama,7.3,379,In a small town in central India  kids and adults are equally obsessed with kite-flying. The airspace is dominated by a black kite called Kali with mysterious origins. A street kid Gattu  dreams of defeating Kali but fails. He discovers that the local school has a roof which will give him a vantage point. Impersonating as a student he sneaks into the school and must now pretend to study. The only problem -- he is illiterate! Nonetheless  the little street urchin takes up the challenge. Dreams aren't impossible when the desire is strong.,In a small town in central India  kids and adults are equally obsessed with kite-flying. The airspace is dominated by a black kite called Kali with mysterious origins. A street kid Gattu  ...                    ,,Naresh Sharma|Mohammad Samad|Jayanta Das|Md. Sohaib|Sameer Ahmed|Katiffuddin|Naved Malik|Amir Khan|Atif Khalid|Umer Khan|Matin Khan|Kumkum Tewari|Anupriya Kaushik|Ashish|,10 wins & 3 nominations,30 November 2012 (Taiwan)
701,Challo Driver,tt2251552,,https://en.wikipedia.org/wiki/Challo_Driver,Challo Driver,Challo Driver,0,2012,95,Comedy,6.0,157,When a rich spoilt brat's grandfather hires a female chauffer for him  the fun unfolds.,When a rich spoilt brat's grandfather hires a female chauffer for him  the fun unfolds.,,Vickrant Mahajan|Kainaz Motivala|Prem Chopra|,,20 July 2012 (India)
705,Mere Dost Picture Abhi Baki Hai,tt2232524,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/MDPABHfilm.jpg/220px-MDPABHfilm.jpg,https://en.wikipedia.org/wiki/Mere_Dost_Picture_Abhi_Baki_Hai,Mere Dost Picture Abhi Baaki Hai,Mere Dost Picture Abhi Baaki Hai,0,2012,180,Comedy,3.5,178,Amar Joshi (Sunil Shetty) sells his business in hope to become a film director. After meeting immoral producers and financers  he finds out that his journey won't be so easy.,Amar Joshi (Sunil Shetty) sells his business in hope to become a film director. After meeting immoral producers and financers  he finds out that his journey won't be so easy.,,Sunil Shetty|Udita Goswami|Rajpal Yadav|,,20 July 2012 (India)
707,From Sydney with Love,tt2185084,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Poster_of_hindi_film_from_sydney_with_love.jpg/220px-Poster_of_hindi_film_from_sydney_with_love.jpg,https://en.wikipedia.org/wiki/From_Sydney_with_Love,From Sydney with Love,From Sydney with Love,0,2012,\N,Comedy|Romance,6.2,68,"It was a dream come true for Meghaa Banerjee  a small town girl in West Bengal  India when she earned a scholarship from the prestigious University of New South Wales in Australia to pursue her Masters degree in Economics with inevitable butterflies in her stomach. She embarks upon her maiden expedition to Sydney leaving her protective shell and family behind. Coming from a conservative middle class background  life and culture in Sydney was an instant eye opener for her. Under guidance of her caring cousin Kalpana fondly called ""Kol""  Meghaa slowly embraces her new life in Sydney where she makes new set of friends  which includes cherubic Lubaina  prankster Raj  and narcissistic Suhail. Love and romance was something that was strictly not in her agenda of things. However being young at heart it was just something waiting to happen to her when she met Rohit - a charismatic  full of sheen and friendly natured fellow student in the University with whom she starts gelling right from the ...",It was a dream come true for Meghaa Banerjee  a small town girl in West Bengal  India when she earned a scholarship from the prestigious University of New South Wales in Australia to pursue...                    ,,Bidita Bag|Sabyasachi Chakrabarty|Ronjini Chakraborty|Prateek Chakravorty|Glenn Chow|Tapan Das|Srimoy Dey|Reshmi Ghosh|Hayley Gia Hughes|Uma Jaiswal|Sharad Malhotra|Dweep Mithun|Karan Sagoo|Evelyn Sharma|,,
708,Jalpari: The Desert Mermaid,tt2387495,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Jalpari_film_poster.jpg/220px-Jalpari_film_poster.jpg,https://en.wikipedia.org/wiki/Jalpari:_The_Desert_Mermaid,Jalpari: The Desert Mermaid,Jalpari: The Desert Mermaid,0,2012,94,Drama|Family|Mystery,7.2,334,A well-heeled family from tony neighborhood of New Delhi travels from the city through dusty roads that lead into the village in Haryana  far out and buried in the debris of the past. Shreya  the tomboy of the family  finally arrives at her father's village for the first time during her vacations  that too after coaxing her father  Dev  to the best of her abilities. She and her brother  Sam  had  in their imagination  spun the village right out of a fairytale  replete with streams  lakes and grasslands that will allow them to run free. But all they find are dusty alleys  dried up ponds and hostile playmates until they spin their magic and befriend this unknown place  especially some of its people  like the Pehelwan and the gang of kids led by Ajithe. The story revolves around Shreya and Sam's adventures and misadventures which turn this dull place bereft of water into a land of enchantment  mischief and a million exciting exploits. But unknown places have many secrets  and here too  ...,Where would you be if your mother was not allowed to be born?,,Harish Chabbra|Tannishtha Chatterjee|Parvin Dabas|Rajendra Gupta|Lehar Khan|Harsh Mayar|Suhasini Mulay|Rahul Singh|,1 nomination,1 October 2012 (Germany)
717,Bhoot Returns,tt2406636,https://upload.wikimedia.org/wikipedia/en/a/a4/Bhoot_Returns_poster.jpg,https://en.wikipedia.org/wiki/Bhoot_Returns,Bhoot Returns,Bhoot Returns,0,2012,85,Horror|Mystery|Thriller,2.5,480,This story revolves around a family that moves into a new bungalow. Soon the family members experience weird things happening in the house. The little girl Nimmi claims the presence of an invisible figure named Shabbu thus putting her parents in trouble. Pooja (the sister of Nimmi's father) surprises the family by a sudden visit  and after analyzing the situation that Nimmi is suffering from  she places wireless cameras all over the house to record the activities of Nimmi. With the passage of time  Laxman (the servant) and Taman (the brother of Nimmi) are brutally murdered. Lastly  the possessed girl Nimmi is burned down and the family flee  bloody and injured.,A family moves into a possessed bungalow. A sudden turn of events in the house leaves them astonished. When things worsen  escape seems to be their last resort.,,J.D. Chakravarthi|Madhu Shalini|Alayana Sharma|Nitin Jadhav|Bharat Ganeshpure|,1 win,12 October 2012 (India)
718,Delhi Safari,tt1172587,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Delhi_Safari_Poster.jpg/220px-Delhi_Safari_Poster.jpg,https://en.wikipedia.org/wiki/Delhi_Safari,Delhi Safari,Delhi Safari,0,2012,96,Animation|Comedy|Drama,5.7,1481,Delhi Safari is the story of a journey undertaken by a cub leopard  his mother  a monkey  a bear and a parrot when the forest they live in is on the verge of destruction. A man is on the run to destroy the forest in order to erect a balcony. These five animals plan to go to Delhi and ask the parliament some very simple yet pertinent questions - why has man become the most dangerous animal? Doesn't man understand that if the forests and the animals don't exist  man will cease to exist?,A group of animals plan a trip to Delhi in order to ask the parliament why the forest they live in is on the verge of destruction.,,Cary Elwes|Christopher Lloyd|Tara Strong|Troy Baker|Jane Lynch|Tom Kenny|Vanessa Williams|Brad Garrett|Jason Alexander|Roger Craig Smith|Travis Willingham|Carlos Alazraqui|Fred Tatasciore|Brian George|,1 win,7 December 2012 (USA)
724,Sons of Ram,tt2317103,https://upload.wikimedia.org/wikipedia/en/5/56/Sons_of_Ram.jpg,https://en.wikipedia.org/wiki/Sons_of_Ram,Sons of Ram,Sons of Ram,0,2012,85,Animation|Drama|Musical,6.5,67,Surayavanshi Ram of Ayodhya  the greatest warrior king that ever lived  was forced to send his beloved wife Sita into exile  thus leading him and his kingdom to despair and towards an empty future. Unknown to Ram  far away in sage Valmiki's hermitage  Sita lives as Vandevi  raising their twin sons  Luv & Kush. Though not aware of their lineage  the twins imbibe wisdom  compassion & combat skills that would put any royal prince to shame. Sita teaches Luv -Kush to always work as a team  secretly hoping that her estranged family would find a way to come together one day. The twins must conquer their inner demons before they can achieve their destinies. Accompanied by a steadfast gang of lovable friends  Luv-Kush's journey takes them from enchanted forests with mythical creatures to the revered land of Ayodhya  the home of their fabled heroes.,Surayavanshi Ram of Ayodhya  the greatest warrior king that ever lived  was forced to send his beloved wife Sita into exile  thus leading him and his kingdom to despair and towards an empty...                    ,The story of Luv & Kush like never before,Sunidhi Chauhan|Ettienne Couthino|Devansh Doshi|Saptharishi Ghosh|,,2 November 2012 (India)
726,Jab Tak Hai Jaan,tt2176013,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Jab_Tak_Hai_Jaan_Poster.jpg/220px-Jab_Tak_Hai_Jaan_Poster.jpg,https://en.wikipedia.org/wiki/Jab_Tak_Hai_Jaan,Jab Tak Hai Jaan,Jab Tak Hai Jaan,0,2012,176,Drama|Romance,6.7,48945,Samar Anand  a hard working young immigrant in the city of London  glimpses upon the love of his life  a gorgeous angelic looking girl  (Katrina Kaif). They meet and their bond blossoms into love with time spent together. Samar however meets with a serious accident  and Meera vows to God she will leave Samar forever if he allowed him to live again  their love affair ends as quickly as it began. Samar angered with God and fueled with his love for Meera  declares War against Him. Samar Anand vows to walk into the jaws of death everyday as a challenge to God to keep him alive. He becomes Major Samar Anand in the Indian Army  a bomb disposal chief  defusing bombs without ever wearing a bomb suit. It is here that Major Samar also known as 'the man who cannot die' meets Akira (Anushka Sharma)  a spirited vibrant  'today's generation' Discovery Channel correspondent with a WTF attitude. Aware of Samar Anand's story  Akira is determined to unravel the mystery of love in this intriguing story ...,A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.,,Shah Rukh Khan|Katrina Kaif|Anushka Sharma|Anupam Kher|Rishi Kapoor|Atul Sharma|Andrew Bicknell|Sarika|Lucy Phelps|Sharib Hashmi|Neetu Singh|Julia St John|Vic Waghorn|Lee Nicholas Harris|,18 wins & 24 nominations,13 November 2012 (India)
736,Impatient Vivek,tt1948047,https://upload.wikimedia.org/wikipedia/en/3/3d/Impatientvivek.jpg,https://en.wikipedia.org/wiki/Impatient_Vivek,Impatient Vivek,Impatient Vivek,0,2011,\N,Comedy|Drama|Romance,2.3,56,Vivek lives a wealthy lifestyle in Hathipole  Udaipur  along with his mother; father  Rameshwar; grandmother; and sister  Supriya. He takes money without permission and travels to Goa along with his friends. Once there  he meets and falls in love with Shruti Tyagi - but she rejects him. Two years later  the duo meet again  and he finds out that her father  B.K. Tyagi  is Rameshwar's doctor  and builds up enough courage to seek his permission to marry Shruti - but is told that she is soon to marry U.S.-based Raj. Unable to handle this  and hoping that Shruti will change her mind  he fools his family into believing that she also loves him  and abducts her. Watch what impact this kidnapping has on Raj  the entire Tyagi family  as well as on Rameshwar and the rest of the family - especially when they find out that Vivek has been lying to them.,Rejected by the woman he loves  a slacker abducts her shortly before her marriage with another male.,,Vivek Sudershan|Sayali Bhagat|Ronnaoq Ahuja|Charu Asopa|Hrishikesh Joshi|,,
738,Mumbai Mast Kallander,tt1900937,,https://en.wikipedia.org/wiki/Mumbai_Mast_Kallander,Mumbai Mast Kallander,Mumbai Mast Kallander,0,2011,\N,Action|Comedy|Crime,5.8,6,Born in Ballygunge  Kolkata  Megha Chatterjee now lives in Mumbai and hopes to make it big in Bollywood. She has a hair-stylist friend in Rhea who has recently rented 'Billy's Family Salon' in Lokhandwala Complex from Vikram Raheja and hopes to attract many clients. But her hopes are dashed when Vikram asks her to vacate the premise until she comes up with Rs.52 Lakhs. Then two Gorakhpur-born naive males  Ram and Shyam Yadav  come to her for a make-over and blurt out that they are going to abduct Vikram's son  Aditya  and hold him until his father pays a huge ransom. Rhea and Megha ponder over this  decide to kidnap Aditya on their own  and hold him until his father pays them 52 Lakhs. They find out that the kidnapping is supposed to take place at a Mythological theme party  and they make all due preparations - not realizing that Murphy's Law will soon prevail and everything will get out of control.,A hair-stylist with money problems overhears a plot to kidnap her landlord's son.,,Mohsin|Muzzi|Shilpa Shukla|Luna|Tarun Anand|Shankar Sachdev|Aakash Deep|Rajendra Sethi|Rajesh Vivek|Rajiv|Jaan|Ashraf Ul Haq|Vineet Kapoor|Raj Shekhar|,,
743,United Six,tt1821692,https://upload.wikimedia.org/wikipedia/en/4/49/United_Six_poster.jpg,https://en.wikipedia.org/wiki/United_Six_(film),United Six,United Six,0,2011,\N,Action|Drama|Thriller,3.9,43,Kuabla Lumpur-based Jia is employed at the Lloyd's Bank and is picked on by male co-workers. She spends her time drinking alcohol as well as playing video games with five other friends  Tootsie  Maddy  Tia  Candy  and Shania. They decide to break into the bank  and accordingly rent a bakery 'United Cafe'  get drilling tools to dig a tunnel right underneath the bank's vault. Their venture is interrupted by an inquisitive policeman who is interested in hooking up with one of them. They manage to avoid him  continue drilling  but eventually panic sets in and they give up and go home. The next day their lives will be shattered when they will find out that the bank had been broken into  20 Million dollars were robbed - and they are the prime suspects!!,Six women decide to break into a bank  withdraw at the 11th hour - but must go on the run after the bank gets robbed by unknown person(s).,They were six ordinary girls| until they got UNITED SIX !,Russell Geoffrey Banks|Leigh Barwell|Isha Batwe|Daisy Bopanna|Brahim Chab|Luna Lahkar|Mahi|Parvathy Omanakuttan|Charlie Ruedpokanon|,,
