,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
1445,Hawayein,tt0378025,https://upload.wikimedia.org/wikipedia/en/1/1f/HawayeinPoster.jpg,https://en.wikipedia.org/wiki/Hawayein,Hawayein,Hawayein,0,2003,176,Drama|Romance,6.2,143,Set against the backdrop of the 1984 Sikh genocide  Hawayein is a 2003 film directed by Ammtoje Mann. The film is based on some real-life events and features the impact of Operation Bluestar and the subsequent assassination of Indira Gandhi on people's lives in Punjab. Hawayein depicts the story of Sarabjeet and how he became one of the most wanted terrorists of India.,Set against the backdrop of the 1984 Sikh genocide  Hawayein is a 2003 film directed by Ammtoje Mann. The film is based on some real-life events and features the impact of Operation ...                    ,,Babbu Mann|Amitoj Mann|Mahie Gill|Mukul Dev|,,22 August 2003 (India)
1449,Ganges: River to Heaven,tt0392033,,https://en.wikipedia.org/wiki/Ganges:_River_to_Heaven,Ganges: River to Heaven,Ganges: River to Heaven,0,2003,79,Documentary,7.4,17,,Add a Plot »,,,,21 November 2003 (Netherlands)
1451,Kash Aap Hamare Hote,tt0352489,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Kash_Aap_Hamare_Hote.jpg/220px-Kash_Aap_Hamare_Hote.jpg,https://en.wikipedia.org/wiki/Kash_Aap_Hamare_Hote,Kash... Aap Hamare Hote,Kash... Aap Hamare Hote,0,2003,\N,Family|Musical|Romance,5.2,80,"Yashwantraj Mankotia (Om Puri) has brought up the daughter of his late friend  Amrita (Juhi Babbar) with love and affection as his own daughter. He plans to marry her to his only son  Randeep (Sharad Kapoor)  who is settled in Canada. Randeep is reluctant to visit India to see his father  but does so when his father feigns heart trouble. Randeep is upset that he has to leave his business. He gets even more upset when his father proposes marriage with Amrita. Randeep reluctantly agrees to marry Amrita in order to get his father's inheritance. After the marriage  Randeep and Amrita travel to Canada  where Amrita finds that Randeep has a live-in girlfriend/spouse/business partner by the name of Simone (Saadhika). Simone and Randeep humilate her and she runs away. She hides in the garage of Jay Kumar (Sonu Nigam) and both eventually fall in love. Daljit ""Dolly"" Brar (Ravee Gupta) is the daughter of Jay's boss  and is jealous of the relationship developing between Amrita and Jay  so she ...",Yashwantraj Mankotia (Om Puri) has brought up the daughter of his late friend  Amrita (Juhi Babbar) with love and affection as his own daughter. He plans to marry her to his only son  ...                    ,,Juhi Babbar|Sonu Nigam|Om Puri|Sharad S. Kapoor|Saadhika|Raavee Gupta|Raj Babbar|Johnny Lever|Vivek Shauq|Hanif Patni|Riyaz Ahmed|Prashant Tate|,,
1452,Khel – No Ordinary Game,tt0371775,https://upload.wikimedia.org/wikipedia/en/5/5b/Khel_dvd.jpg,https://en.wikipedia.org/wiki/Khel_%E2%80%93_No_Ordinary_Game,Khel,Khel,0,2003,174,Action|Crime|Drama,4.0,432,Multi-millionaire business-man  Dev Mallya and Rohan Potdar are childhood friends who spend considerable times in each other company. Dev assign the task of designing his bungalow to interior decorator  Saanjh Batra  only to fall head over heels in love with her. When he introduces her to Rohan  he gets to learn that both are in love with each other and is enraged by this. Eventually Rohan gets trapped in a female bar dancer's murder case and is sentenced to jail. ACP Rajveer Scindia feels that Rohan is trapped in a deep conspiracy thus with an investigation campaign  Rohan's case is reopen.,Two friends falling in love with the same girl leads to murder and intrigue.,No ordinary game!!!,Sunny Deol|Sunil Shetty|Ajay Jadeja|Celina Jaitly|,,11 November 2003 (Kuwait)
1454,Kaise Kahoon Ke... Pyaar Hai,tt0366658,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kaise_Kahoon_Ke..._Pyaar_Hai.jpg/220px-Kaise_Kahoon_Ke..._Pyaar_Hai.jpg,https://en.wikipedia.org/wiki/Kaise_Kahoon_Ke..._Pyaar_Hai,Kaise Kahoon Ke... Pyaar Hai,Kaise Kahoon Ke... Pyaar Hai,0,2003,\N,Crime|Romance,3.8,28,,Add a Plot »,,Amit Hingorani|Sharbani Mukherjee|Dharmendra|Sunny Deol|,,9 May 2003 (India)
1459,Main Madhuri Dixit Banna Chahti Hoon,tt0374848,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Main_Madhuri_Dixit_Banna_Chahti_Hoon.jpg/220px-Main_Madhuri_Dixit_Banna_Chahti_Hoon.jpg,https://en.wikipedia.org/wiki/Main_Madhuri_Dixit_Banna_Chahti_Hoon,Main Madhuri Dixit Banna Chahti Hoon!,Main Madhuri Dixit Banna Chahti Hoon!,0,2003,\N,Comedy|Drama,6.0,488,Chutki (Antara Mali) lives in a small village community in Central India  and has developed a talent of mimicing bollywood actress Madhuri Dixit in every aspect. Her friend  Raja alias Rajeshwar Singh (Rajpal Yadav) is always there to encourage her. When Chutki proposes going to Bombay to meet Madhuri and be like her  she faces opposition from her parents  who are anxious to get her married. So Raja proposes marriage of convenience to her  in order to enable her to go to Bombay  which she accepts. They are married  and shortly thereafter they move to Bombay. Once there  Chutki and Raja face harsh reality  as they are virtually humiliated  and conned at every point. Then they meet talent agent  Pyarelal (Govind Namdeo) and that's when reality strikes home even more  as they learn what their real worth is.,Chutki (Antara Mali) lives in a small village community in Central India  and has developed a talent of mimicing bollywood actress Madhuri Dixit in every aspect. Her friend  Raja alias ...                    ,,Antara Mali|Rajpal Yadav|,6 nominations,
1462,Om (2003 film),tt0358613,,https://en.wikipedia.org/wiki/Om_(2003_film),Om,Om,0,2003,\N,Action|Romance,4.0,29,Om lives in Bombay  India  in a small apartment with mother and sister. Om and his mother are of very conservative taste  when it comes to wearing clothes  however  the sister is not. This gets her in trouble  and she is raped and killed. The police register this case as that of a suicide  and produce a note purportedly written by her that blames her mom and brother for her death. Om's girlfriend  Sandali  comes to know that his sister's death was a homicide  and this sets Om off in a wild rage to find out who the killer(s) are  and why they would commit this heinous crime; and the role of the police who claim that her death was a suicide.,Om lives in Bombay  India  in a small apartment with mother and sister. Om and his mother are of very conservative taste  when it comes to wearing clothes  however  the sister is not. This ...                    ,,Attin Bhalla|Sandali Sinha|Smita Jaykar|Pankaj Dheer|Rakhi Sawant|Sharat Saxena|Deepak Shirke|,,21 March 2003 (India)
1465,Matrubhoomi,tt0379375,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Matrubhoomi_poster.jpg/220px-Matrubhoomi_poster.jpg,https://en.wikipedia.org/wiki/Matrubhoomi,Matrubhoomi: A Nation Without Women,Matrubhoomi: A Nation Without Women,0,2003,99,Drama,7.7,1850,A woman  attended by two midwives  is giving birth in a small village in India. When the child's cry rings  the father bangs on a steel plate to attract the attention of all the villagers  who assemble  eager to hear the good news. But when the midwife announces that the child is a daughter  the banging stops  followed by a stunned silence. Shortly thereafter the father takes the baby and drowns it in a Calderon of milk. This practice continues on and as a result  many years later there are men and boys everywhere and no women. A widowed man  Ramsharan  ponders his plight and that of his two grown son  who he is unable to get married. No marriage has taken in this village for 15 years  save for one  which was annulled as the young 14-year old bride turned out to be a 14 year old boy. But there is hope when a friend informs Ramsharan that he has located a bride for his eldest  a beautiful young woman named Kalki  who lives nearby  sheltered by her father. Ramsharan pays a substantial ...,A disturbing saga about male chauvinism and mistreatment of women in India.,,Tulip Joshi|Sudhir Pandey|Sushant Singh|Pankaj Jha|Piyush Mishra|Vinamra Pancharia|Mukesh Bhatt|Deepak Kumar Bandhu|Sanjay Kumar|Srivas Naidu|Amin Gazi|Chittaranjan Giri|Farooq Sarkari|Rajesh Jais|,3 wins & 3 nominations,8 July 2005 (India)
1467,Pinjar (film),tt0347779,,https://en.wikipedia.org/wiki/Pinjar_(film),Pinjar,Pinjar: Beyond Boundaries...,0,2003,188,Drama,8.0,2374,Hindustan (Urdu name for India) used to a vast territory and countries' like Pakistan  Sri Lanka  Nepal  Bangla Desh  and Bhutan were all it's provinces. All this changed when the British established their rule over India  and promoted their policy of hatred  and division - mainly between the Hindus and the Muslims. After their departure in 1947  the celebrations of a independent India were short-lived  and the divisions created by the British stayed on and flourished with extremists from both sides ready to kill anyone from the other side. While the Muslims under Jinnah wanted a separate country  which they would like to call Pakistan  the Hindus wanted the Muslims to leave this country and go to Pakistan. Clashes followed  millions fled  millions more were killed  Very little is known of mankind's heinous behavior in this circumstances  such as looting  raping  and kidnapping. puro was one such woman who was recently married to Ramchand  and then abducted by a man named Rashid  who ...,In the days leading up to Partition  a Hindu woman is abducted by a Muslim man. Soon  she finds herself not only forced into marriage  but living in a new country as the borders between India and Pakistan are drawn.,Beyond boundries,Urmila Matondkar|Manoj Bajpayee|Sanjay Suri|Sandali Sinha|Priyanshu Chatterjee|Isha Koppikar|Lillete Dubey|Kulbhushan Kharbanda|Farida Jalal|Alok Nath|Seema Biswas|Sudha Shivpuri|Dina Pathak|Samar Jai Singh|,9 wins & 13 nominations,24 October 2003 (India)
1477,Rules: Pyaar Ka Superhit Formula,tt0375021,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Rules-_Pyaar_Ka_Superhit_Formula.jpg/220px-Rules-_Pyaar_Ka_Superhit_Formula.jpg,https://en.wikipedia.org/wiki/Rules:_Pyaar_Ka_Superhit_Formula,Rules: Pyaar Ka Superhit Formula,Rules: Pyaar Ka Superhit Formula,0,2003,\N,Comedy|Romance,6.5,292,Radha is employed with an advertising agency  and has a chance to see and meet prominent models. She meets her dreamboat  Vikram Verma  on one such day. Needless to state  she is madly in love with him  but he has eyes for his girlfriend  the gorgeous model  Maggie  only. Radha's attempts to make him notice her are in vain  and in desperation she confides in her grandma  for a solution. Her grandma instructs her to follow a number of simple rules  which will make Vikram notice her. Radha agrees to do so  but will the meek and timid young lady  be able to make an established young man like Vikram notice her?,Radha is employed with an advertising agency  and has a chance to see and meet prominent models. She meets her dreamboat  Vikram Verma  on one such day. Needless to state  she is madly in ...                    ,Come play the game,Tanuja|Milind Soman|Meera Vasudevan|Namrata Barua|Raj Zutshi|Manish Chaudhary|Mandeep Bevli|Mandeep Devli|Vicky Ahuja|Kishore Pradhan|,1 nomination,
1478,Right Here Right Now (film),tt0410521,,https://en.wikipedia.org/wiki/Right_Here_Right_Now_(film),Right Here Right Now,Right Here Right Now,0,2003,28,Comedy|Drama|Short,8.0,169,A young man in his haste to go some place takes two actions - he screams at his mother for making him late  and he lovingly appreciates his brother's painting. By doing so  he strikes off two cycles - one of frustration and sorrow and the other of love and joy. His mother vents out her anger on her maidservant. His brother gifts the painting to his girl friend. Thus begins the cycles of sorrow and joy  forming a Domino stairway  leading to an unknown doorway. After shaking hands with 15 other characters and traveling through 17 locations  in just two shots  both the cycles meet at the end in an attempt to give a logical understanding to the seemingly absurd human life. It's a humorous look at the bizarreness of the cosmic accident  otherwise known as life.,A young man in his haste to go some place takes two actions - he screams at his mother for making him late  and he lovingly appreciates his brother's painting. By doing so  he strikes off ...                    ,28 minutes| 17 locations| 19 characters| 2 shots| 1 cut. Right here| Right now.,Ankit|Bag|Sanjay Bhatia|Parul Bheda|Vipul Binjola|Anuradha Chandan|Chandni|Coconut|Ganesh|Jagatpal|Tushar Joshi|Neha Kedia|Induben Mehta|Trishla Patel|,,22 July 2003 (India)
1479,Raja Bhaiya (film),tt0385982,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Raja_Bhaiya_%282003%29_Film_Movie_Poster.jpg/220px-Raja_Bhaiya_%282003%29_Film_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Raja_Bhaiya_(film),Raja Bhaiya,Raja Bhaiya,0,2003,\N,Comedy|Drama,3.8,181,Saved from committing suicide under a train  a girl with amnesia is taken care of by Raja Bhaiya (Govinda) and his mom. As she cannot remember her name  they name her Radha. The girl suffers from mental instability  and is unable to live the life of a mature girl. Raja's mom thinks that she will make a suitable wife for her son. Raja has taken on a life of celibacy and refuses to marry anyone. When Radha saves Raja's mom's life during a fire  and Raja is indebted to her  and decides to marry her  and the marriage takes place. Radha's relatives are looking all over for her  and they eventually find her  and bring her back home. She undergoes treatment  and resumes her earlier life  and has no recollection of Raja nor her marriage to him. When Raja goes to ask her to come with him  she turns him down. Will Raja return back to his celibacy days? Or will he find someone else to marry?,Saved from committing suicide under a train  a girl with amnesia is taken care of by Raja Bhaiya (Govinda) and his mom. As she cannot remember her name  they name her Radha. The girl ...                    ,,Sadashiv Amrapurkar|Rakesh Bedi|Kajal Chakraborty|Aarti Chhabria|Anang Desai|Shama Deshpande|Govinda|Dinesh Hingoo|Kanishkaa Kapoor|Satyendra Kapoor|Javed Khan|Mushtaq Khan|Anil Nagrath|Vishwajeet Pradhan|,,
1484,The Pink Mirror,tt0386499,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/The_Pink_Mirror.jpg/220px-The_Pink_Mirror.jpg,https://en.wikipedia.org/wiki/The_Pink_Mirror_(2003_film),The Pink Mirror,Gulabi Aaina,0,2003,40,Comedy|Short,4.4,123,The Pink Mirror pits two Indian drag queens against a westernized gay teenager in a battle to woo a handsome hunk. It's a clash of the east and west. Who will win? The drag queens  who are expert in the art of seduction with their wit  innuendo and cunning or the young teenager who is saucy  slutty and sly? Underneath the campy humorous exterior  the film is an exploration of the Indian gay landscape and understanding of the deep  humanly tender bondings that exist between drag queens in India who form unique  non-patriarchal families. Using the Bollywood soap idiom of song  dance and drama and for the first time in the Indian drag queens' very own language  Hindi  the film also explores other veiled issues related to the Indian gay community: the lurking threat of HIV/AIDS.,A unique film coming from India where homosexuality is still taboo  The Pink Mirror (Gulabi Aaina)  is a colorful funny look into the Indian homosexual closet.,Indian transvestites,Edwin Fernandes|Ramesh Menon|Rishi Raj|Rufy Khan|,,14 September 2003 (USA)
1490,Devdas (2002 Hindi film),tt0238936,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Devdas_%282002_Hindi_film%29.jpg/220px-Devdas_%282002_Hindi_film%29.jpg,https://en.wikipedia.org/wiki/Devdas_(2002_Hindi_film),Devdas,Devdas,0,2002,185,Drama|Musical|Romance,7.6,35705,Devdas Mukherji is black-listed by his multi-millionaire Zamindar father  Narayan. After completing 10 years of study; Devdas return to his home-town where his family prepares to welcome him but their happiness changes when Devdas prefers to visit his childhood sweetheart  Parvati alias Paro before paying respect to his mother. After so much years Devdas finds he is still the black spot in his father's life especially when he is prevented from marrying Paro who happen to be a lower-caste girl. Eventually time passes with Paro's family arranging her marriage to a much elderly man named Bhuvan Choudhry where she is introduce to Bhuvan's children - who happen to be within her age group. This sadness not only breaks Devdas heart but confines him to alcohol in a big way. Soon Devdas starts to frequent a brothel and catches the eyes of a courtesan named Chandramukhi - step by step Devdas starts to head towards a path of self destruction.,After his wealthy family prohibits him from marrying the woman he is in love with  Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.,A grand saga of timeless love,Shah Rukh Khan|Aishwarya Rai Bachchan|Madhuri Dixit|Jackie Shroff|Kiron Kher|Smita Jaykar|Tiku Talsania|Vijayendra Ghatge|Milind Gunaji|Ananya Khare|Manoj Joshi|Ava Mukherjee|Dina Pathak|Vijay Crishna|,Nominated for 1 BAFTA Film Award,12 July 2002 (India)
1492,Hum Tumhare Hain Sanam,tt0222024,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Hum_Tumhare_Hain_Sanam.jpg/220px-Hum_Tumhare_Hain_Sanam.jpg,https://en.wikipedia.org/wiki/Hum_Tumhare_Hain_Sanam,Hum Tumhare Hain Sanam,Hum Tumhare Hain Sanam,0,2002,174,Drama|Romance,5.4,6040,Radha and Suraj have been friends since childhood. Gopal has been in love with Radha ever since they spent a few years together as kids. Years later  Gopal's guardian proposes to Radha a marriage with Gopal  and she accepts. She finds a loving husband in Gopal  and when Gopal asks who she loves the most  first she lists her mother  then her brother  and in a voice-over she says that she loves Gopal the most. But Gopal thinks that Radha is spending too much time with Suraj  and starts to suspect them  so much so that he asks Radha to leave the house. After Radha leaves the house  she receives a divorce notice from Gopal  which tears her heart apart. When Suraj and her brother  Prashant find out about the divorce notice  they offer to go and talk to Gopal  but Radha does not permit this. Suraj then telephones Gopal and asks to meet him alone  Gopal agrees to meet him  and carries a loaded gun to this meeting....,Gopal's blissful married life with Radha blemishes when Radha gets obsessed with the career of her friend  Suraj  who is a singer. Ripped apart by jealousy  Gopal deserts Radha.,,Shah Rukh Khan|Madhuri Dixit|Salman Khan|Atul Agnihotri|Suman Ranganath|Aishwarya Rai Bachchan|Alok Nath|Aruna Irani|Laxmikant Berde|Vikas Anand|Asha Sharma|Payal Malhotra|Dinesh Hingoo|Azad Khatri|,,24 May 2002 (India)
1497,Humraaz,tt0326576,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Humraaz.jpg/220px-Humraaz.jpg,https://en.wikipedia.org/wiki/Humraaz,Humraaz,Humraaz,0,2002,173,Action|Musical|Romance,6.3,2729,Karan and Priya are part of a dance group and love each other they auditioned to perform on a cruise ship owned by Raj Singhania.But fellow competitor Jojo wins the competition by cheating.Raj goes to comfort him but he tells him to accept the defeat where in a fight breaks between the two and Jojo dies.Next day Karan gets a call that due to Jojo's sudden death they have been selected to perform on the cruise.Raj Singhania happens to attend their show and gets inspired by Priya they start meeting and become close to each other which makes Karan jealous.On Priya's birthday Raj proposes her for marriage and she accepts it.Priya goes to tell the news to an upset Karan and they both are happy as she is getting married to Raj as their plan has worked accordingly.Karan and Priya always eyed on Raj's wealth and Priya will take a share in his property and divorce Raj soon after their marriage.,When a businessman learns that his wife married him only for money  he hatches a plan with her ex-lover to kill her.,,Bobby Deol|Akshaye Khanna|Ameesha Patel|Johnny Lever|,1 win & 14 nominations,26 July 2002 (India)
1499,23rd March 1931: Shaheed,tt0324951,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/23rd_March_1931_Shaheed_poster.jpg/220px-23rd_March_1931_Shaheed_poster.jpg,https://en.wikipedia.org/wiki/23rd_March_1931:_Shaheed,23rd March 1931: Shaheed,23rd March 1931: Shaheed,0,2002,188,Biography|Drama|History,5.0,570,When his mentor Lala Lajpatrai is mercilessly beaten to death by the police Bhagat Singh is enraged and he sets about to avenge his death. He and his colleagues do succeed in killing one of the officials responsible  but they are identified and as a result they are arrested and held in prison where they are tortured relentlessly. They are then sentenced to a life in prison. Subsequently  they are charged with a more serious crime - treason and assassination - a crime that is punishable by death.,When his mentor Lala Lajpatrai is mercilessly beaten to death by the police Bhagat Singh is enraged and he sets about to avenge his death. He and his colleagues do succeed in killing one of...                    ,,Bobby Deol|Sunny Deol|Amrita Singh|Rahul Dev|Vicky Ahuja|Suresh Oberoi|Shakti Kapoor|Divya Dutta|Akshay Anand|Aishwarya Rai Bachchan|,1 win,7 June 2002 (USA)
1501,Ab Ke Baras,tt0321067,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Ab_Ke_Baras_Movie_Poster.jpg/220px-Ab_Ke_Baras_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Ab_Ke_Baras,Ab Ke Baras,Ab Ke Baras,0,2002,\N,Action|Romance|Thriller,3.4,182,U.S. based Anjali Thapar (Amrita Rao) has repeated dreams of a parallel life in India  the temple of Devi Maa Durga  & some sword-weilding men on horseback. She and her mom consult a pandit  and he advises them to go to India to clear this matter up  as this pertain to her past life. Mr. Thapar will only let Anjali go there  after she marries the man of his choice  so Anjali decides to run away. Her dad alerts her uncle  a ruthless CBI Officer Sikander Baksh (Danny Denzongpa)  who is soon on her case. Anjali meets with car-thieves  Karan and his uncle (Arya Babbar and Shakti Kapoor respectively)  and then begins her journey into a past life  as Nandini  the lover of freedom fighter Abhay (also Arya Babbar)  and his subsequent death at the hands of British-aided traitor Tejeshwar Singh (Ashutosh Rana). Anjali does not know that Tejeshwar is still alive  is a powerful minister in the Indian Government  and has decided that he will make history repeat itself by separating the two lovers ...,U.S. based Anjali Thapar (Amrita Rao) has repeated dreams of a parallel life in India  the temple of Devi Maa Durga  & some sword-weilding men on horseback. She and her mom consult a pandit...                    ,,Arya Babbar|Amrita Rao|Ashutosh Rana|Shakti Kapoor|Ashish Vidyarthi|Vishwajeet Pradhan|Vivek Shauq|Sanjay Gandhi|Danny Denzongpa|Mohan Joshi|Nina Kulkarni|Rajat Bedi|Dolly Mattoo|Shweta Menon|,2 nominations,
1502,Aap Mujhe Achche Lagne Lage,tt0247911,https://upload.wikimedia.org/wikipedia/en/8/8b/Aap_Mujhe_Achche_Lagne_Lage.jpg,https://en.wikipedia.org/wiki/Aap_Mujhe_Achche_Lagne_Lage,Aap Mujhe Achche Lagne Lage,Aap Mujhe Achche Lagne Lage,0,2002,180,Action|Drama|Romance,3.1,2122,Brought up in a very tight  conservative household  Sapna Dholakia (Amisha Patel) is terrified to experience the freedom of falling in love with Rohit (Hrithik Roshan)  fearing the upheaval it will cause in her family  namely her dad  Pratap Dholakia (Kiran Kumar)  who has plans for Sapna to marry Rishabh Patel  the son of a friend; then there is her brother  Raman Dholakia (Mukesh Tiwari)  who follows in the footsteps of his dad  and will prevent Sapna from marrying Rohit. But Rohit is determined to marry Sapna and no one else  come what may  and this is met with resistance from the Dholakia clan  who first severely beat Sapna  and then imprison her in her room; and then lure Rohit to a secluded spot and proceed to beat him within every inch of his life  and there is no one who can even dare to think to intervene and invite the wrath of the Dholakia family.,The daughter of a rich criminal industrial tycoon falls in love with a college boy. The tycoon  what a surprise  objects...,,Hrithik Roshan|Ameesha Patel|Kiran Kumar|Mukesh Tiwari|Nishigandha Wad|Shahbaaz Khan|Madhuri Sanjeev|Alok Nath|Jimmy Moses|Shaikh Sami|Ali Asgar|Hemant Pandey|Jasbir Thandi|Suchit Jadhav|,,19 April 2002 (USA)
1503,Annarth,tt0338721,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Annarth_poster.jpg/220px-Annarth_poster.jpg,https://en.wikipedia.org/wiki/Annarth,Annarth,Annarth,0,2002,\N,Action|Crime|Drama,3.1,125,Arch killer  Jai alias Jimmy usually follows instructions from his elder brother  Raghav who owes intelligence to an underworld don named Dayal Bhai. Jimmy whole-heartily trusts his childhood friend  Sameer Deshmukh and Raghav but Jimmy's close acquaintances advises him not to fully trust both as none of them are what they claim they are - Sameer is a police officer while Raghav is the one who ordered Jimmy's death.,Arch killer  Jai alias Jimmy usually follows instructions from his elder brother  Raghav who owes intelligence to an underworld don named Dayal Bhai. Jimmy whole-heartily trusts his ...                    ,,Sanjay Dutt|Sunil Shetty|Ashutosh Rana|Preeti Jhangiani|Tinnu Anand|Shweta Menon|Johnny Lever|Razak Khan|Gautam Rode|Vinod Kambli|Rajiv Thakker|Varsha|Heena Talwar|Dinesh Khandekar|,,1 November 2002 (India)
1504,Ansh: The Deadly Part,tt0315777,,https://en.wikipedia.org/wiki/Ansh:_The_Deadly_Part,Ansh: The Deadly Part,Ansh: The Deadly Part,0,2002,180,Crime|Drama,6.3,40,This story is about Deputy Superintendent of Police Bhagat Pandey (Om Puri)  who is thorough  honest  and has an excellent track record of apprehending criminals. This background creates problems for him with other criminals who are closely connected to powerful politicians. As a result he is transferred to Bombay (now know as Mumbai). He takes charge of his post  and transforms everything to a diligent and honest policing machine. Unfortunately  politicians and criminals alike do not like his diligence  and talk about transferring him to Kashmir  where he will be killed in an encounter by a terrorist. Bhagat also comes in touch with suspended Police Inspector Sukhdev Singh  and gangleader  Rajnath Guru  the son of a freedom-fighter  Dinanathji (Aloknath). A truly moving movie depicting characters from India's freedom struggle against the British  Raj Guru  Bhagat Singh  and Sukhdev Singh were the ones who fought for freedom again the British  in this kalyuga  the three Rajnath Guru  ...,This story is about Deputy Superintendent of Police Bhagat Pandey (Om Puri)  who is thorough  honest  and has an excellent track record of apprehending criminals. This background creates ...                    ,It's Never Too Late ... To Begin!,Om Puri|Ashutosh Rana|Abbas|Sharbani Mukherji|Shama Sikander|Rajat Bedi|Ashish Vidyarthi|Sayaji Shinde|Milind Gunaji|Alok Nath|Pankaj Berry|Ravi Kishan|Ishrat Ali|Mushtaq Khan|,,2 April 2002 (India)
1506,Bollywood Queen,tt0321494,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Bollywood_Queen_FilmPoster.jpeg/220px-Bollywood_Queen_FilmPoster.jpeg,https://en.wikipedia.org/wiki/Bollywood_Queen,Bollywood Queen,Bollywood Queen,0,2002,89,Musical|Romance,4.6,434,When Scottish boy Jay saves Indian girl Geena's life  sparks fly. At first they keep their relationship a secret  but soon the cross cultural romance comes under the eyes of their disapproving families. Modern London  colorful Bollywood  and '60s R&B flavors blend in this tale of forbidden love.,A cross cultural romance set in London's East End about a young girl of Indian heritage.,,Preeya Kalidas|James McAvoy|Ray Panthaki|Ciarán McMenamin|Kat Bhathena|Ian McShane|Amerjit Deu|Karen David|,1 nomination,17 October 2003 (UK)
1511,Bomb the System,tt0337585,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Bomb_the_System_film_poster.jpg/220px-Bomb_the_System_film_poster.jpg,https://en.wikipedia.org/wiki/Bomb_the_System,Bomb the System,Bomb the System,0,2002,91,Action|Drama,6.6,967,A tribute to graffiti art and the city where it all began. Blest  a 19-year-old graffiti writer  has just graduated from high school. With no ambition toward mainstream goals of work and family  he spends his time bombing the city with graffiti messages until he and his crew become the most wanted bombers by the corrupt NYPD Vandal Squad. He even attracts major media and gallery attention for his tags. Also part of Blest's crew are Buk 50 and his younger brother Lune  whose arrest and beating by the NYPD causes the crew to wage a full-on graffiti war against the city. As they fight with their spray cans and their tags  Blest meets a political activist  Alexandra. Soon after  Blest's relationship with Buk 50 and the crew fragments as Blest ponders his position in life.,A tribute to graffiti art and the city where it all began. Blest  a 19-year-old graffiti writer  has just graduated from high school. With no ambition toward mainstream goals of work and ...                    ,Graffiti Can Be A Powerful Weapon,Mark Webber|Gano Grills|Jade Yorker|Jaclyn DeSantis|Joey Dedio|Stephen Buchanan|Al Sapienza|Bonz Malone|Donna Mitchell|Kumar Pallana|Blake Lethem|Dylan Mikson|Joshua Gustin|KaDee Strickland|,6 wins & 2 nominations,December 2002 (USA)
1512,Baaja,tt0405722,,https://en.wikipedia.org/wiki/Baaja,Mouth Organ,Baaja,0,2001,\N,Family,6.6,8,,Add a Plot »,,Ram Awana|Saroj Bhagwar|Roni Bhatt|Chitra Pandey|Manisha Rajpal|,,
1513,Be-Lagaam,tt0494924,,https://en.wikipedia.org/wiki/Be-Lagaam,Be-Lagaam,Be-Lagaam,0,2002,\N,Crime|Thriller,3.1,13,Ajit Pal is a wealthy U.K. based businessman of East Indian origin. He has a son  Rajeshwar  who lives with Ajit's friend in India. Rajeshwar is prone to all the bad habits possible  but manages to keep away from the clutches of the police. Then one day he sees a beautiful young woman (Madhu) jogging  and decides to have her for himself at any cost. He starts stalking her  and even plants a wireless camera in her bedroom so as to spy on her. One day while following her  he accosts and confronts her and tells her of his love for her  but she rejects him and asks him to leave her alone. He refuses to listen  and tries to force himself upon her but she is saved with the timely arrival of her Police Inspector boyfriend  Vijay. Rajeshwar is arrested and held in prison  but is soon released when a high-priced lawyer is hired by Ajit. Vijay and Madhu hope that it is the last they have seen of Rajeshwar  and return to their romance. But Rajeshwar has not forgotten Madhu  nor of his ...,Ajit Pal is a wealthy U.K. based businessman of East Indian origin. He has a son  Rajeshwar  who lives with Ajit's friend in India. Rajeshwar is prone to all the bad habits possible  but ...                    ,,Pramod Moutho|Tanveer Zaidi|Rajeev Verma|Rakesh Bedi|Rana Jung Bahadur|Anil Kumar Mehta|Dinesh Hingoo|Mushtaq Khan|Kshitij Kumar|Mahesh Desai|Liyaqat Bari|Annu Sharma|Pinky Chinoy|Master Hasni|,,
