,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
1293,Sarkar (2005 film),tt0432047,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Sarkar_movie_poster.jpg/220px-Sarkar_movie_poster.jpg,https://en.wikipedia.org/wiki/Sarkar_(2005_film),Sarkar,Sarkar,0,2005,124,Action|Crime|Drama,7.6,14694,Meet Subhash Nagre - a wealthy and influential resident of Bombay. He lives in a palatial house with his wife  Pushpa; sons Vishnu and his wife Amrita and their son; a second son  named Shankar  in the United States. Subhash and his family are thrilled when Shankar returns home  in the company of a gorgeous long-legged young woman named Pooja  who he plans to marry soon. While Subhash adores both his sons  he shows his open disappointment for Vishnu  whose language  childish actions  and his affair with a Bollywood actress named Sapna are just few of his wrong actions. When Vishnu finds out that a Bollywood actor is attempting to start an affair with Sapna  he angrily guns him down in front of several witnesses. Subhash asks Vishnu to leave the house  and thereafter Vishnu is arrested and charged with murder. Then all hell breaks lose in the Nagre household when a politician named Motilal Khurana is killed  and the killer names Subhash as the person who hired him to do this killing. ...,The authority of a man  who runs a parallel government in Mumbai  is challenged. His son rises to face his enemies.,'There are no Rights and Wrongs. Only Power' - Sarkar,Amitabh Bachchan|Abhishek Bachchan|Kay Kay Menon|Supriya Pathak|Katrina Kaif|Tanishaa Mukerji|Rukhsar Rehman|Anupam Kher|Srinivasa Rao Kota|Deepak Shirke|Ishrat Ali|Zakir Hussain|Ravi Kale|Raju Mavani|,2 wins & 10 nominations,1 July 2005 (India)
1300,Socha Na Tha,tt0451919,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Socha_Na_Tha.jpg/220px-Socha_Na_Tha.jpg,https://en.wikipedia.org/wiki/Socha_Na_Tha,Socha Na Tha,Socha Na Tha,0,2005,137,Comedy|Romance,7.5,6878,Mr. Oberoi is a wealthy industrialist  and lives a comfortable lifestyle  with this two sons. The elder son is married  and Mr Oberoi wants his second son  Viren  to marry too. He has already selected a bride for him in Aditi Malhotra. Though Viren has always lived in his father and brother's shadows  he is quite romantic at heart  and hopes to fall in love first and then marry the girl of his choice. The presence of Aditi prevents this  and he makes all attempts not to marry her. He succeeds  the wedding arrangements are all called off. Then he meets the girl of his dreams  Karen Fernandes  and proposes marriage to her. The only setback he sees that she is a Catholic  and he  a Hindu. However  that is soon overcome. Everything seems to go on smoothly between both the families  when Viren falls out of love with Karen  and wants to cancel the wedding. When questioned about his change in mind  he responds that he is in love with Aditi. But Aditi will not have anything to do with him ...,A boy is forced meet a girl for an arranged marriage but even though he refuses the match  they secretly become friends. As things get complicated and both get engaged to different people they realize they've fallen in love with each other.,,Abhay Deol|Ayesha Takia|Ayesha Jhulka|Apoorva Jha|Rati Agnihotri|Sandhya Mridul|,,4 March 2005 (India)
1309,Waqt: The Race Against Time,tt0390614,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Waqt%282005%29poster_Ver1.jpg/220px-Waqt%282005%29poster_Ver1.jpg,https://en.wikipedia.org/wiki/Waqt:_The_Race_Against_Time,Waqt: The Race Against Time,Waqt: The Race Against Time,0,2005,153,Comedy|Drama|Family,6.8,9084,Ishwar Chandra Thakur is living the good life  content with his loving wife Sumitra and son Adiya. There is but one thing which gradually comes to annoy Ishwar: his son's laziness and dependency on his father. When Adiya marries his father's enemy's daughter and gets her pregnant  Ishwar decides to teach his son a lesson in the poverty that he himself experienced and fought himself out of.,Ishwar Chandra Thakur is living the good life  content with his loving wife Sumitra and son Adiya. There is but one thing which gradually comes to annoy Ishwar: his son's laziness and ...                    ,The race against time,Amitabh Bachchan|Akshay Kumar|Priyanka Chopra|Shefali Shah|Boman Irani|Rajpal Yadav|,5 nominations,22 April 2005 (India)
1313,Veer-Zaara,tt0420332,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Veer-Zaara.jpg/220px-Veer-Zaara.jpg,https://en.wikipedia.org/wiki/Veer-Zaara,Veer-Zaara,Veer-Zaara,0,2004,192,Drama|Family|Musical,7.8,45896,Squadron Leader Veer Pratap Singh (Shah Rukh Khan) is a rescue pilot with the Indian Air Force. In the line of duty he comes across a stranded Zaara (Preity Zinta) - a girl from Pakistan who has come to India to fulfill her surrogate mothers dying wish. Veer saves her life and his life is never the same again. Twenty two years later Saamia Siddiqui (Rani Mukerji)  a Pakistani human rights lawyer on her first case  finds herself face to face with an ageing Veer Pratap Singh. He has languished in a Pakistan jail cell for 22 years and has not spoken to anyone all these years. And no one knows why. Her mission is to discover the truth about Veer and see to it that justice is served. VEER-ZAARA is a saga of love  separation  courage and sacrifice. A love that is divine  a love that is whole-hearted  a love that is completely consuming  a love that grows with separation and deepens with sacrifice. A love that is an inspiration - and will remain a legend forever.,Veer-Zaara is a saga of love  separation  courage and sacrifice. A love story that is an inspiration and will remain a legend forever.,A Love Legend,Shah Rukh Khan|Preity Zinta|Rani Mukerji|Kiron Kher|Divya Dutta|Boman Irani|Anupam Kher|Amitabh Bachchan|Hema Malini|Manoj Bajpayee|Zohra Sehgal|S.M. Zaheer|Tom Alter|Akhilendra Mishra|,23 wins & 29 nominations,12 November 2004 (India)
1314,Main Hoon Na,tt0347473,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Main_Hoon_Na_poster.jpg/220px-Main_Hoon_Na_poster.jpg,https://en.wikipedia.org/wiki/Main_Hoon_Na,I'm Always Here,Main Hoon Na,0,2004,179,Action|Comedy|Drama,7.0,29914,When India and Pakistan decide to end their hostilities  there is one army person in India who is unhappy  because of his son's death in the Indo-Pak war. He decides to launch terror attacks and bring an end to peace  and for this purpose he shoots and gravelly injures an Indian army officer. After the death of this officer  Raghavan then decides to do away with the army officer's daughter  Sanjana  who is studying in hostel. Raghavan and his men descend on the hostel and hold over 100 students hostage. There is only one student who can save them  and his name is Ram  he claims he is a student  but is here on a mission - a mission that when told will reveal his real identity and two plans which he must carry out simultaneously.,An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant  and to find his estranged half-brother.,This Summer| Chemistry Will Be Fun,Shah Rukh Khan|Sushmita Sen|Sunil Shetty|Zayed Khan|Amrita Rao|Kabir Bedi|Naseeruddin Shah|Boman Irani|Bindu|Satish Shah|Kiron Kher|Nassar Abdulla|Kunal Kumar|Rajiv Panjabi|,10 wins & 34 nominations,30 April 2004 (India)
1316,Mujhse Shaadi Karogi,tt0418362,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/MSK_officialposter.jpg/220px-MSK_officialposter.jpg,https://en.wikipedia.org/wiki/Mujhse_Shaadi_Karogi,Mujhse Shaadi Karogi,Mujhse Shaadi Karogi,0,2004,163,Comedy|Drama|Musical,6.7,12411,Sunny rents a room in a City called Goa in India. His room-mate is Sameer  who likes to fool around with woman  then dump them. He eventually falls in love  then gets dumped. Sorrowful and repentant  Sameer also has had many misadventures  especially when he ended up slapping an elderly man. Now Sameer has fallen for his next door neighbor  Rani. Now Sameer has two problems to overcome in order to wed Rani. The first he has to eliminate his competitor  none other than Sunny himself  who is also in love with Rani  and will do anything to marry her; and the second is Rani's father  ironically the very man who Sameer had slapped earlier. Will Sunny end up getting married to Rani  leaving Sameer to repent for the rest of his life?,Sameer  fast at losing his temper is re-located to Goa where he falls in love with Rani. But Sameer's new roommate Sunny  has some plans of his own.,How to win a girl's heart,Salman Khan|Akshay Kumar|Priyanka Chopra|Amrish Puri|Satish Shah|Rajpal Yadav|,6 wins & 28 nominations,30 July 2004 (USA)
1317,Dhoom,tt0422091,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/DhoomPoster.jpg/220px-DhoomPoster.jpg,https://en.wikipedia.org/wiki/Dhoom,Dhoom,Dhoom,0,2004,129,Action|Crime|Thriller,6.7,16754,The tale begins in Mumbai where a sophisticated gang of robbers is sweeping through the city  giving nightmares to the police department. They come like wind  sweep the place and disappear on their hi-tech bikes - the slickest and fastest riding machines on the road. Officer Jai Dixit (Abhishek Bachchan) is brought in on the case. Soon he is on the trail of the robbers - a gang headed by Kabir (John Abraham)  an evil perfectionist with an attitude. Jai ropes in the services of Ali (Uday Chopra)  a happy-go-lucky garage mechanic and a prodigious bike rider. The two reluctant partners join forces  and soon Jai realizes that the clown can ride bikes like the wind. Kabir soon catches on to Jai-Ali's teaming up and his arrogance pushes him to take up the challenge openly. From the mean streets of Mumbai  the chase shifts to the sun kissed beaches of Goa. And so starts the hunt - where sometimes the hunter becomes the hunted. Dhoom reinvents the classic cops and robbers tale and brings it ...,A mysterious gang of bikers is on a robbing spree. ACP Jai gets Ali  a mechanic  to assist him in the case. With the clock ticking  it's up to them to nab the thieves red-handed.,This August... get off the road!,Abhishek Bachchan|John Abraham|Uday Chopra|Esha Deol|Rimi Sen|Manoj Joshi|Sanjay M. Singh|Amir Farid|Mehul Bhojak|Rohit Chopra|Palash Dutta|Sanjay Keni|Ajay Padhe|Ayesha Raza|,11 wins & 22 nominations,27 August 2004 (India)
1318,Khakee,tt0347332,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Khakee.jpg/220px-Khakee.jpg,https://en.wikipedia.org/wiki/Khakee,Khakee,Khakee,0,2004,174,Action|Crime|Drama,7.4,14234,DCP Anant Shrivastav (Amitabh Bachchan) has been assigned the mission to escort terrorist Iqbal Ansari (Atul Kulkarni) from Chandangarh to Mumbai. His terrorist organization are determined to obtain him again. The plan for this is led by Yashwant Angre (Ajay Devgan)  a ruthless killer and a former police officer. Anant's team consists of Inspector Shekhar Sachdev (Akshay Kumar)  rookie cop Ashwin Gupte (Tusshar Kapoor) and two more inspectors. Soon Mahalakshmi (Aishwarya Rai) joins them as she is the only witness to have seen Yashwant. The team are armed and ready to go but danger lurks everywhere as the terrorist organization are determined to make sure the officers do not make it to Mumbai. The trip turns into survival when the team are attacked at various times. Finally the team make it to an abandoned cottage in the forest but there is a shoot out and the team are heavily outnumbered. Shekhar tries to force an exchange but against Anant's and Ashwin's judgement. Finally Ansari  ...,A team of police force escorts an alleged terrorist from Chandangarh to Mumbai. However their trip turns into a deadly survival when an ex-cop tries to stop them to reach Mumbai.,The Protector...The Lover...The Destroyer,Amitabh Bachchan|Akshay Kumar|Ajay Devgn|Aishwarya Rai Bachchan|Tusshar Kapoor|Atul Kulkarni|Jaya Prada|Lara Dutta|Prakash Raj|Sabyasachi Chakrabarty|Tanuja|Ashwini Kalsekar|Radhika Menon|D. Santosh|,21 nominations,23 January 2004 (USA)
1319,Hum Tum,tt0378072,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Hum_Tum_%28film%29_poster.jpg/220px-Hum_Tum_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/Hum_Tum,Hum Tum,Hum Tum,0,2004,142,Comedy|Drama|Romance,7.0,12376,"Life is not always like the movies. Love isn't always at first sight. Very often  a relationship develops slowly and it takes many years between ""boy meets girl"" and ""boy gets girl"". Hum Tum is a refreshing look at the eternal battle of the sexes as it follows the lives of Karan (Saif Ali Khan) and Rhea (Rani Mukerji). Karan is a cartoonist and his character ""Hum"" and ""Tum"" reflect his perspective on the strange love-hate relationship between men and women. Rhea is sensitive  well bred and self-confident. She can give as good as she gets and is not afraid of standing up to men. Initially  the two have very little in common. But  as life would have it  their paths keep crossing and  over the course of a decade  their relationship evolves  from hate to mutual respect  friendship and finally - In a cinematic universe that offers simplistic scenarios to the complex relationship between men and women. Hum Tum is a novel look at the trials and tribulations of ""every man"" and ""every woman"" ...",A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.,,Saif Ali Khan|Rani Mukerji|Kiron Kher|Rati Agnihotri|Rishi Kapoor|Jimmy Sheirgill|Abhishek Bachchan|Isha Koppikar|Shenaz Treasury|Bhupesh Singh|Parinita Seth|Shilpa Mehta|Bomi Kapadia|Gulshan|,14 wins & 24 nominations,28 May 2004 (India)
1320,Hulchul (2004 film),tt0437238,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Hulchul_FilmPoster.jpeg/220px-Hulchul_FilmPoster.jpeg,https://en.wikipedia.org/wiki/Hulchul_(2004_film),Hulchul,Hulchul,0,2004,149,Action|Comedy|Drama,6.9,5779,Angar Chand lives a wealthy lifestyle in a small town in India along with his wife  Parvati  and four sons  Balram  Kishan  Shakti and Jai. Since Balram is of marriageable age  he arranges his marriage with the daughter of Laxmi Devi  who decides to oppose this marriage. During the wedding ceremony  Laxmi Devi and her sons  Surajbhan  and Pratap forcibly remove their sister and accidentally kill Parvati. They subsequently get their sister married to Kashinath. An enraged Angar hacks Laxmi's husband to death  is arrested and sentenced to 14 years in prison. When he returns he makes it clear that women will not be permitted in his house and forbids his sons to ever marry. Then Jai  who is studying in Lala Lajpatrai Law College meets with Anjali  Laxmi's grand-daughter  who openly admits that she is attracted to him. Jai  at first rejects her  then decides to teach and her family a lesson. Both feign their love for each other  but subsequently admit the truth  and even Anjali admits that...,A man and woman from feuding families each pretend to fall in love  as part of a revenge plot. Chaos ensues when their fake romance becomes a reality.,it's one crazy love story!,Akshaye Khanna|Kareena Kapoor|Sunil Shetty|Paresh Rawal|Jackie Shroff|Amrish Puri|Arshad Warsi|Arbaaz Khan|Lakshmi|Farha Naaz|Shakti Kapoor|Manoj Joshi|Asrani|Akhilendra Mishra|,6 nominations,26 November 2004 (India)
